sentence	label
Ah, but that is the thing, and truth unto mine own self, muckamuck. I need no such validation from any other source other than mine own belief system. I state the truth, as I see it, and need no input from any other source, as I rely upon the strength of mine own convictions and belief system, rather than have it validated by anyone, or anything else. Others may rely upon said support. I do not.	0
They won't be. Eventually all the idiotic decisions of the nation's wacko leftist circuit courts will end up with the Shpremes and conservative, correct-thinking justices will uphold the laws passed by states.	1
Not only are you wildly out of touch, you are a very rude and presumtuous person. Your opinion about hunters is so ignorant and out of touch, it is childish.	1
"""Shouldn't a Canadian be concerned about the dozens of crises in Canada"" Well, not right away but I would have thought after 250 Trump articles, all more or less the same, that domestic Canadian news might surface again. Or at least world news beyond the U.S. and those articles that are raw meat for Russian and Chinese trolls. I think we're looking at 300 Trump articles as the next milestone before this can be immediately recognized as a Canadian web site."	0
The U.S. was not supporting the Al Assad regime when it began killing its own people.	1
The Pittsburgh Steelers' handling of this latest fiasco of the Donald's creation was much smoother than the amateur way in which the flightless birds handled it. The Bush League chumps might want to take a lesson from that.	1
Two questions: 1. Why Pope F. become a symbol of light instead of a pitch dark bottomless hole regarding clergy sex abuse of children? 2. Is Pope F. consider as a Christian since he is hiding condoning his clergies rape children?	1
Somewhat agree - except for the fact (which rabid Obama supporters never mention) that Obama deported more illegals than all the other presidents combined. So Trump wants to stop illegal immigration rather than having to deal with deportations. Seems reasonable.	0
I bow to your ignorance!	1
the same disgusting mysogyny is prevalent and systemic in islamic societies yet even feminists ignore it.	1
"By now I would think that an intelligent man like Sullivan would have realized how negatively the house/senate repeal bills affect Alaska and his fellow veterans: ""Veterans. Trumpcare will hurt nearly every American in some way. But some Americans will be hit even harder. Among those the hardest hit are veterans, many of whom rely on Medicaid. A new CAP column finds that under the Senate health care bill 460,000 veterans would lose Medicaid coverage by 2026—even more than under the House plan."" New NPR/Marist poll out today shows that the senate version of trump/mcconnell care garners only 17% approval. And that poll was taken in the week before the CBO score showing 22 million Americans would lose access to health insurance was released. Virtually the same polling results as the rwyancare version passed by the house with Young's yes vote. It's a harmful bill that does nothing to address the high health insurance premiums and high deductibles plaguing American families. Sad, very sad"	0
sorry to Justins supporters, but the more I see him the more I feel somewhat nauseous. Sitting in DC beside Trump with his skinny legs crossed he looks like a child, completely out of his element. His tears for the recently departed musician were probably sincere, but you have to be kidding me! You are supposed to be our PM, stop being so inappropriately emotional. He wasn't even a personal friend. Step on Morneaus toes (that was fun), more tears at Auschwitz, physically abuse female MP's, despite trying to emulate a kinder more caring PM. You may fool many people, but don't you sense the majority of us are tired of you and do not respect you. You are a rich entitled person who never worked a honest day in his life. You raised taxes to levels we have not seen in years and have gone after small business owners as no leader has ever done before. If you have to cough up another $10000 /year it means nothing. That is the problem. You do not care and you do not get it. Spoiled rich kid	1
